mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
29,4,90,70,1937,14.2,76,2,"""vw rabbit"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
22,6,146,97,2815,14.5,77,3,"""datsun 810"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
12,8,350,180,4499,12.5,73,1,"""oldsmobile vista cruiser"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
16,8,351,149,4335,14.5,77,1,"""ford thunderbird"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
12,8,455,225,4951,11,73,1,"""buick electra 225 custom"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
18,6,225,105,3613,16.5,74,1,"""plymouth satellite sebring"""
19.1,6,225,90,3381,18.7,80,1,"""dodge aspen"""
26,4,97,46,1950,21,73,2,"""volkswagen super beetle"""
37,4,119,92,2434,15,80,3,"""datsun 510 hatchback"""
15,8,350,145,4082,13,73,1,"""chevrolet monte carlo s"""
20,6,156,122,2807,13.5,73,3,"""toyota mark ii"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
10,8,360,215,4615,14,70,1,"""ford f250"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
34.1,4,86,65,1975,15.2,79,3,"""maxda glc deluxe"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
24,4,113,95,2278,15.5,72,3,"""toyota corona hardtop"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
25,4,121,115,2671,13.5,75,2,"""saab 99le"""
16,6,258,110,3632,18,74,1,"""amc matador"""
24,6,200,81,3012,17.6,76,1,"""ford maverick"""
25.5,4,140,89,2755,15.8,77,1,"""ford mustang ii 2+2"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
15,8,318,150,3399,11,73,1,"""dodge dart custom"""
24,4,120,97,2489,15,74,3,"""honda civic"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
34.7,4,105,63,2215,14.9,81,1,"""plymouth horizon 4"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
13,8,350,150,4699,14.5,74,1,"""buick century luxus (sw)"""
19,4,121,112,2868,15.5,73,2,"""volvo 144ea"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
11,8,350,180,3664,11,73,1,"""oldsmobile omega"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
13,8,360,170,4654,13,73,1,"""plymouth custom suburb"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
26,4,91,70,1955,20.5,71,1,"""plymouth cricket"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
28,4,98,80,2164,15,72,1,"""dodge colt (sw)"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
11,8,429,208,4633,11,72,1,"""mercury marquis"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
19,4,122,85,2310,18.5,73,1,"""ford pinto"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
31,4,71,65,1773,19,71,3,"""toyota corolla 1200"""
14,8,440,215,4312,8.5,70,1,"""plymouth fury iii"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
22,6,232,112,2835,14.7,82,1,"""ford granada l"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
16,6,258,110,3632,18,74,1,"""amc matador"""
17,8,305,130,3840,15.4,79,1,"""chevrolet caprice classic"""
18,6,232,100,2945,16,73,1,"""amc hornet"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
18,6,232,100,3288,15.5,71,1,"""amc matador"""
27,4,97,88,2130,14.5,70,3,"""datsun pl510"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
38,4,91,67,1965,15,82,3,"""honda civic"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
21.5,3,80,110,2720,13.5,77,3,"""mazda rx-4"""
18,6,258,110,2962,13.5,71,1,"""amc hornet sportabout (sw)"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
36,4,135,84,2370,13,82,1,"""dodge charger 2.2"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
28,4,116,90,2123,14,71,2,"""opel 1900"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
28.4,4,151,90,2670,16,79,1,"""buick skylark limited"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
32,4,144,96,2665,13.9,82,3,"""toyota celica gt"""
32,4,144,96,2665,13.9,82,3,"""toyota celica gt"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
27.2,4,119,97,2300,14.7,78,3,"""datsun 510"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
13,8,440,215,4735,11,73,1,"""chrysler new yorker brougham"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
32.9,4,119,100,2615,14.8,81,3,"""datsun 200sx"""
21.6,4,121,115,2795,15.7,78,2,"""saab 99gle"""
23,4,140,78,2592,18.5,75,1,"""pontiac astro"""
39.4,4,85,70,2070,18.6,78,3,"""datsun b210 gx"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
23,4,97,54,2254,23.5,72,2,"""volkswagen type 3"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
16,6,250,105,3897,18.5,75,1,"""chevroelt chevelle malibu"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
14,8,400,175,4464,11.5,71,1,"""pontiac catalina brougham"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
30,4,97,67,1985,16.4,77,3,"""subaru dl"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
25.1,4,140,88,2720,15.4,78,1,"""ford fairmont (man)"""
14,8,400,175,4385,12,72,1,"""pontiac catalina"""
14,8,318,150,4237,14.5,73,1,"""plymouth fury gran sedan"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
29,4,90,70,1937,14,75,2,"""volkswagen rabbit"""
19,6,225,95,3264,16,75,1,"""plymouth valiant custom"""
13,8,307,130,4098,14,72,1,"""chevrolet chevelle concours (sw)"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
20.5,6,225,100,3430,17.2,78,1,"""plymouth volare"""
37,4,85,65,1975,19.4,81,3,"""datsun 210 mpg"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
16,8,302,140,4141,14,74,1,"""ford gran torino"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
30.7,6,145,76,3160,19.6,81,2,"""volvo diesel"""
16,6,258,110,3632,18,74,1,"""amc matador"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
17.5,8,305,145,3880,12.5,77,1,"""chevrolet caprice classic"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
14.5,8,351,152,4215,12.8,76,1,"""ford gran torino"""
30,4,135,84,2385,12.9,81,1,"""plymouth reliant"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
25.8,4,156,92,2620,14.4,81,1,"""dodge aries wagon (sw)"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
25,4,113,95,2228,14,71,3,"""toyota corona"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
19.2,6,231,105,3535,19.2,78,1,"""pontiac phoenix lj"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
32,4,71,65,1836,21,74,3,"""toyota corolla 1200"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
32,4,91,67,1965,15.7,82,3,"""honda civic (auto)"""
17,8,304,150,3672,11.5,72,1,"""amc ambassador sst"""
26,4,79,67,1963,15.5,74,2,"""volkswagen dasher"""
33.5,4,98,83,2075,15.9,77,1,"""dodge colt m/m"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
34.1,4,91,68,1985,16,81,3,"""mazda glc 4"""
14,8,400,175,4464,11.5,71,1,"""pontiac catalina brougham"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
29.5,4,98,68,2135,16.6,78,3,"""honda accord lx"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
13,8,400,170,4746,12,71,1,"""ford country squire (sw)"""
19,6,232,90,3211,17,75,1,"""amc pacer"""
32.3,4,97,67,2065,17.8,81,3,"""subaru"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
20.2,6,200,85,2965,15.8,78,1,"""ford fairmont (auto)"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
28,4,140,90,2264,15.5,71,1,"""chevrolet vega 2300"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
36,4,79,58,1825,18.6,77,2,"""renault 5 gtl"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
29,4,97,78,1940,14.5,77,2,"""volkswagen rabbit custom"""
15.5,8,400,190,4325,12.2,77,1,"""chrysler cordoba"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
12,8,350,180,4499,12.5,73,1,"""oldsmobile vista cruiser"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
23.9,4,119,97,2405,14.9,78,3,"""datsun 200-sx"""
25,4,140,92,2572,14.9,76,1,"""capri ii"""
14,8,351,153,4129,13,72,1,"""ford galaxie 500"""
36,4,107,75,2205,14.5,82,3,"""honda accord"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
20.6,6,231,105,3380,15.8,78,1,"""buick century special"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
23,4,140,83,2639,17,75,1,"""ford pinto"""
32.8,4,78,52,1985,19.4,78,3,"""mazda glc deluxe"""
24,4,113,95,2278,15.5,72,3,"""toyota corona hardtop"""
21,4,140,72,2401,19.5,73,1,"""chevrolet vega"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
18,4,121,112,2933,14.5,72,2,"""volvo 145e (sw)"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
19,6,250,88,3302,15.5,71,1,"""ford torino 500"""
25,4,90,71,2223,16.5,75,2,"""volkswagen dasher"""
13,8,350,145,3988,13,73,1,"""chevrolet malibu"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
36,4,120,88,2160,14.5,82,3,"""nissan stanza xe"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
30,4,79,70,2074,19.5,71,2,"""peugeot 304"""
18.5,6,250,110,3645,16.2,76,1,"""pontiac ventura sj"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
36.1,4,91,60,1800,16.4,78,3,"""honda civic cvcc"""
26.5,4,140,72,2565,13.6,76,1,"""ford pinto"""
22,6,198,95,2833,15.5,70,1,"""plymouth duster"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
14,8,302,137,4042,14.5,73,1,"""ford gran torino"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
12,8,350,160,4456,13.5,72,1,"""oldsmobile delta 88 royale"""
17,6,250,100,3329,15.5,71,1,"""chevrolet chevelle malibu"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
24,4,134,96,2702,13.5,75,3,"""toyota corona"""
23.9,8,260,90,3420,22.2,79,1,"""oldsmobile cutlass salon brougham"""
39,4,86,64,1875,16.4,81,1,"""plymouth champ"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
36,4,79,58,1825,18.6,77,2,"""renault 5 gtl"""
35.1,4,81,60,1760,16.1,81,3,"""honda civic 1300"""
32.4,4,107,72,2290,17,80,3,"""honda accord"""
22,4,140,72,2408,19,71,1,"""chevrolet vega (sw)"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
14,8,304,150,4257,15.5,74,1,"""amc matador (sw)"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
33,4,91,53,1795,17.4,76,3,"""honda civic"""
30,4,79,70,2074,19.5,71,2,"""peugeot 304"""
37.2,4,86,65,2019,16.4,80,3,"""datsun 310"""
21,6,200,85,2587,16,70,1,"""ford maverick"""
13,8,318,150,3755,14,76,1,"""dodge d100"""
32.7,6,168,132,2910,11.4,80,3,"""datsun 280-zx"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
28,4,97,75,2155,16.4,76,3,"""toyota corolla"""
25,6,181,110,2945,16.4,82,1,"""buick century limited"""
17.6,8,302,129,3725,13.4,79,1,"""ford ltd landau"""
23,4,122,86,2220,14,71,1,"""mercury capri 2000"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
34.4,4,98,65,2045,16.2,81,1,"""ford escort 4w"""
29.8,4,134,90,2711,15.5,80,3,"""toyota corona liftback"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
24,4,140,92,2865,16.4,82,1,"""ford fairmont futura"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
34.5,4,105,70,2150,14.9,79,1,"""plymouth horizon tc3"""
31.5,4,89,71,1990,14.9,78,2,"""volkswagen scirocco"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
30,4,79,70,2074,19.5,71,2,"""peugeot 304"""
38,4,105,63,2125,14.7,82,1,"""plymouth horizon miser"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
24,6,200,81,3012,17.6,76,1,"""ford maverick"""
26,4,96,69,2189,18,72,2,"""renault 12 (sw)"""
13,8,350,165,4274,12,72,1,"""chevrolet impala"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
24,4,90,75,2108,15.5,74,2,"""fiat 128"""
13,8,318,150,3755,14,76,1,"""dodge d100"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
32,4,71,65,1836,21,74,3,"""toyota corolla 1200"""
36,4,79,58,1825,18.6,77,2,"""renault 5 gtl"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
16.5,6,168,120,3820,16.7,76,2,"""mercedes-benz 280s"""
20.8,6,200,85,3070,16.7,78,1,"""mercury zephyr"""
31,4,112,85,2575,16.2,82,1,"""pontiac j2000 se hatchback"""
17,6,163,125,3140,13.6,78,2,"""volvo 264gl"""
23,4,97,54,2254,23.5,72,2,"""volkswagen type 3"""
41.5,4,98,76,2144,14.7,80,2,"""vw rabbit"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
16,8,400,230,4278,9.5,73,1,"""pontiac grand prix"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
25,4,104,95,2375,17.5,70,2,"""saab 99e"""
17.5,8,305,140,4215,13,76,1,"""chevrolet chevelle malibu classic"""
14,8,340,160,3609,8,70,1,"""plymouth 'cuda 340"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
24.2,6,146,120,2930,13.8,81,3,"""datsun 810 maxima"""
20.3,5,131,103,2830,15.9,78,2,"""audi 5000"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
37,4,119,92,2434,15,80,3,"""datsun 510 hatchback"""
16,6,250,100,3278,18,73,1,"""chevrolet nova custom"""
19.1,6,225,90,3381,18.7,80,1,"""dodge aspen"""
13,8,350,165,4274,12,72,1,"""chevrolet impala"""
28,4,98,80,2164,15,72,1,"""dodge colt (sw)"""
20,6,232,100,2914,16,75,1,"""amc gremlin"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
23.2,4,156,105,2745,16.7,78,1,"""plymouth sapporo"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
17,6,231,110,3907,21,75,1,"""buick century"""
43.1,4,90,48,1985,21.5,78,2,"""volkswagen rabbit custom diesel"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
11,8,400,150,4997,14,73,1,"""chevrolet impala"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
27,4,112,88,2640,18.6,82,1,"""chevrolet cavalier wagon"""
38,4,91,67,1995,16.2,82,3,"""datsun 310 gx"""
29.5,4,97,71,1825,12.2,76,2,"""volkswagen rabbit"""
34.1,4,86,65,1975,15.2,79,3,"""maxda glc deluxe"""
27.2,4,141,71,3190,24.8,79,2,"""peugeot 504"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
28,4,97,92,2288,17,72,3,"""datsun 510 (sw)"""
13,8,350,145,4055,12,76,1,"""chevy c10"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
26,4,121,113,2234,12.5,70,2,"""bmw 2002"""
29.8,4,89,62,1845,15.3,80,2,"""vokswagen rabbit"""
21.1,4,134,95,2515,14.8,78,3,"""toyota celica gt liftback"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
14,8,302,140,4638,16,74,1,"""ford gran torino (sw)"""
31,4,119,82,2720,19.4,82,1,"""chevy s-10"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
18,3,70,90,2124,13.5,73,3,"""maxda rx3"""
32.3,4,97,67,2065,17.8,81,3,"""subaru"""
16,8,400,180,4220,11.1,77,1,"""pontiac grand prix lj"""
28,4,112,88,2605,19.6,82,1,"""chevrolet cavalier"""
21,6,199,90,2648,15,70,1,"""amc gremlin"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
19,6,232,100,2901,16,74,1,"""amc hornet"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
29,4,98,83,2219,16.5,74,2,"""audi fox"""
21,4,122,86,2226,16.5,72,1,"""ford pinto runabout"""
29,4,135,84,2525,16,82,1,"""dodge aries se"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
13,8,400,170,4746,12,71,1,"""ford country squire (sw)"""
25.4,5,183,77,3530,20.1,79,2,"""mercedes benz 300d"""
15.5,8,350,170,4165,11.4,77,1,"""chevrolet monte carlo landau"""
11,8,429,208,4633,11,72,1,"""mercury marquis"""
27,4,97,88,2100,16.5,72,3,"""toyota corolla 1600 (sw)"""
37,4,91,68,2025,18.2,82,3,"""mazda glc custom l"""
13,8,360,175,3821,11,73,1,"""amc ambassador brougham"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
15,6,250,72,3432,21,75,1,"""mercury monarch"""
35.7,4,98,80,1915,14.4,79,1,"""dodge colt hatchback custom"""
24,4,121,110,2660,14,73,2,"""saab 99le"""
24,4,119,97,2545,17,75,3,"""datsun 710"""
14,8,455,225,3086,10,70,1,"""buick estate wagon (sw)"""
31.6,4,120,74,2635,18.3,81,3,"""mazda 626"""
15,6,258,110,3730,19,75,1,"""amc matador"""
15,8,429,198,4341,10,70,1,"""ford galaxie 500"""
31,4,79,67,1950,19,74,3,"""datsun b210"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
28.8,6,173,115,2595,11.3,79,1,"""chevrolet citation"""
38,4,91,67,1965,15,82,3,"""honda civic"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
30,4,146,67,3250,21.8,80,2,"""mercedes-benz 240d"""
32.2,4,108,75,2265,15.2,80,3,"""toyota corolla"""
30.9,4,105,75,2230,14.5,78,1,"""dodge omni"""
44.3,4,90,48,2085,21.7,80,2,"""vw rabbit c (diesel)"""
29.9,4,98,65,2380,20.7,81,1,"""ford escort 2h"""
31.5,4,98,68,2045,18.5,77,3,"""honda accord cvcc"""
21,6,231,110,3039,15,75,1,"""buick skyhawk"""
14,8,351,148,4657,13.5,75,1,"""ford ltd"""
23.7,3,70,100,2420,12.5,80,3,"""mazda rx-7 gs"""
24.5,4,151,88,2740,16,77,1,"""pontiac sunbird coupe"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
15.5,8,351,142,4054,14.3,79,1,"""ford country squire (sw)"""
14,8,351,153,4154,13.5,71,1,"""ford galaxie 500"""
14,8,350,165,4209,12,71,1,"""chevrolet impala"""
37.7,4,89,62,2050,17.3,81,3,"""toyota tercel"""
24.5,4,98,60,2164,22.1,76,1,"""chevrolet woody"""
15.5,8,304,120,3962,13.9,76,1,"""amc matador"""
38,4,91,67,1995,16.2,82,3,"""datsun 310 gx"""
27.4,4,121,80,2670,15,79,1,"""amc spirit dl"""
27.5,4,134,95,2560,14.2,78,3,"""toyota corona"""
31,4,91,68,1970,17.6,82,3,"""mazda glc custom"""
24,4,113,95,2372,15,70,3,"""toyota corona mark ii"""
28.1,4,141,80,3230,20.4,81,2,"""peugeot 505s turbo diesel"""
33,4,105,74,2190,14.2,81,2,"""volkswagen jetta"""
21,4,120,87,2979,19.5,72,2,"""peugeot 504 (sw)"""
16,8,351,149,4335,14.5,77,1,"""ford thunderbird"""
14,8,455,225,4425,10,70,1,"""pontiac catalina"""
20.2,6,200,88,3060,17.1,81,1,"""ford granada gl"""
26,4,116,75,2246,14,74,2,"""fiat 124 tc"""
26,4,108,93,2391,15.5,74,3,"""subaru"""
27,4,101,83,2202,15.3,76,2,"""renault 12tl"""
28,4,151,90,2678,16.5,80,1,"""chevrolet citation"""
33,4,91,53,1795,17.5,75,3,"""honda civic cvcc"""
13,8,302,140,4294,16,72,1,"""ford gran torino (sw)"""
